id,kel_1_qn,kel_1_ans,kel_2_qn,kel_2_ans,kel_3_qn,kel_3_ans,prov,female,urban,muslim,age,married,children,educ,retired,unemployed,income,javanese,santri,v_11,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_23,v_55,v_56,v_60,v_62,v_65,v_77,v_78,v_79,v_82,v_84,v_86,v_87,v_109,v_114,v_116,v_117,v_118,v_120,v_121,v_122,v_124,v_125,v_126,v_128,v_129,v_130,v_132,v_133,v_134,v_136,v_137,v_138,v_140,v_141,prio1,prio2,prio3,prio4,prio5,prio6,prio7,prio8,prio9,prio10,prio11,prio12,prio13,prio14,prio15,prio16,prio17,prio18
33,"Islam/Good","Yes","Islam/Unclear","Yes","Islam/Bad","No","NanggroeAcehDarussalam",0,0,1,40,1,5,2,0,0,4,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Abangan","Don't Know","Better","A little progress","A Little","None","Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Very satisfied","Strongly agree","Agree","Compatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Disagree","Agree","Agree","Agree",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34,"Pancasila/Bad","No","Islam/Bad","No","Islam/Bad","No","NanggroeAcehDarussalam",1,0,1,30,,3,7,0,0,3,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Routinely/Always/Very Often","Don't know","Worse","Worse","No progress","A Little","None","Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Don't know","Compatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Agree","Agree","Disagree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
35,"Pancasila/Bad","No","Islam/Good","No","Pancasila/Good","No","NanggroeAcehDarussalam",0,0,1,20,0,,8,0,0,,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Fairly Often","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Santri","Worse","Worse","A little progress","Somewhat Large","None","Not Interested","None at all","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Strongly agree","Strongly agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Islam/Good","Yes","Islam/Bad","No","Pancasila/Bad","No","NanggroeAcehDarussalam",1,0,1,18,0,,7,0,0,12,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Santri","Worse","Better","A little progress","A Little","A Little","Interested","Very large","No, because failed to fulfill requirements",,"Somewhat satisfied","Agree","Disagree","Compatible","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Don't know/Refuse to answer",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
37,"Islam/Bad","No","Pancasila/Good","No","Islam/Good","No","NanggroeAcehDarussalam",0,0,1,62,1,5,3,1,0,5,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Routinely/Always/Very Often","Don't know","Worse","Worse","Don't know","Somewhat Large","None","Not Interested","None at all","Yes","Refuse to answer","Somewhat satisfied","Agree","Agree","Don't know","Agree","Agree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Disagree",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
38,"Pancasila/Bad","No","Pancasila/Unclear","No","Islam/Bad","Yes","NanggroeAcehDarussalam",0,0,1,38,1,4,6,0,0,3,0,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Same","Same","A little progress","A Little","A Little","Very Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Very satisfied","Agree","Strongly agree","Compatible","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Islam/Bad","No","Islam/Unclear","No","Islam/Good","No","NanggroeAcehDarussalam",0,0,1,46,1,4,7,0,0,4,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Don't know","Worse","Worse","A little progress","A Little","None","Not Interested","None at all","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Don't know","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
40,"Islam/Unclear","Yes","Pancasila/Unclear","No","Islam/Bad","No","NanggroeAcehDarussalam",1,0,1,38,1,3,7,0,0,9,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Other","Same","Much Better","A little progress","A Little","None","Interested","Small","Yes","amien rais-siswono yudhohusodo","Somewhat satisfied","Agree","Agree","Compatible","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41,"Pancasila/Bad","Yes","Pancasila/Bad","Yes","Islam/Unclear","No","NanggroeAcehDarussalam",1,0,1,85,1,5,1,0,0,3,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Don't know","Better","Same","Much progress","Very Large","A Little","Not Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Very satisfied","Strongly agree","Disagree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42,"Pancasila/Bad","No","Pancasila/Good","No","Pancasila/Unclear","No","NanggroeAcehDarussalam",0,0,1,32,1,3,5,0,0,4,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Never","Fairly Often","Routinely/Always/Very Often","Abangan","Much worse","Same","Much progress","A Little","None","Very Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Strongly agree","Agree","Compatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
43,"Islam/Unclear","Yes","Islam/Bad","No","Pancasila/Good","No","NanggroeAcehDarussalam",1,0,1,80,1,5,1,0,0,2,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Abangan","Better","Worse","A little progress","A Little","None","Not Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Very satisfied","Agree","Don't know","Compatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Agree",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
44,"Islam/Good","Yes","Pancasila/Good","Yes","Pancasila/Unclear","No","NanggroeAcehDarussalam",0,0,1,35,1,1,5,0,0,3,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Other","Same","Worse","A little progress","A Little","None","Interested","Don't know","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Disagree","Compatible","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
45,"Islam/Bad","No","Islam/Good","Yes","Pancasila/Unclear","No","NanggroeAcehDarussalam",0,1,1,40,,3,7,0,0,5,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Seldom","Seldom","Seldom","Fairly Often","Don't know","Same","Same","Some progress","Somewhat Large","None","Very Uninterested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Agree","Compatible","Disagree","Agree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,"Pancasila/Unclear","No","Islam/Bad","No","Islam/Unclear","No","NanggroeAcehDarussalam",1,1,1,36,1,3,7,0,0,10,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Don't know","Worse","Same","A little progress","A Little","A Little","Very Uninterested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Don't know/Refuse to answer",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,"Pancasila/Bad","Yes","Pancasila/Good","Yes","Islam/Bad","Yes","NanggroeAcehDarussalam",0,0,1,30,1,3,5,0,0,10,0,0,"Always","Fairly Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Seldom","Seldom","Routinely/Always/Very Often","Abangan","Same","Same","Some progress","A Little","A Little","Not Interested","None at all","Yes","Refuse to answer","Somewhat satisfied","Agree","Agree","Compatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,"Islam/Bad","No","Pancasila/Unclear","No","Pancasila/Bad","No","NanggroeAcehDarussalam",0,0,1,36,1,4,3,0,0,3,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Fairly Often","Fairly Often","Don't know","Same","Same","A little progress","A Little","None","Not Interested","Don't know","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Agree","Compatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
49,"Islam/Good","Yes","Islam/Good","Yes","Islam/Unclear","No","NanggroeAcehDarussalam",1,0,1,17,0,,7,0,0,3,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Seldom","Never","Santri","Same","Same","Some progress","A Little","None","Not Interested","Somewhat large","No, because failed to fulfill requirements",,"Somewhat satisfied","Strongly agree","Agree","Compatible","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Agree",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Islam/Bad","No","Islam/Good","Yes","Islam/Bad","No","NanggroeAcehDarussalam",1,0,1,25,1,1,7,0,0,4,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Don't know","Worse","Same","A little progress","Very Large","A Little","Not Interested","Very large","Yes","Refuse to answer","Somewhat satisfied","Strongly agree","Agree","Don't know","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,"Pancasila/Bad","No","Islam/Bad","No","Islam/Unclear","No","SumatraUtara",1,0,1,32,1,4,3,0,0,11,0,0,"Rarely","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Fairly Often","Seldom","Fairly Often","Seldom","Routinely/Always/Very Often","Don't know","Better","Better","Don't know","Somewhat Large","Refuse to Answer","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Don't know","Compatible","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,"Islam/Bad","No","Islam/Good","Yes","Islam/Unclear","No","SumatraUtara",0,1,1,38,1,1,5,0,0,2,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Routinely/Always/Very Often","Santri","Same","Same","Some progress","None","None","Not Interested","Somewhat large","Yes",,"Not very satisfied","Agree","Don't know","Don't know","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
53,"Islam/Unclear","No","Islam/Bad","No","Pancasila/Bad","No","SumatraUtara",1,1,1,35,1,0,7,0,0,4,1,0,"Always","Fairly Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Don't know","Worse","Better","Some progress","Somewhat Large","A Little","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Agree","Agree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,"Islam/Bad","No","Islam/Bad","No","Islam/Unclear","No","SumatraUtara",1,0,1,22,,0,3,0,0,11,0,0,"Often","Fairly Often","Fairly Often","Never","Fairly Often","Seldom","Fairly Often","Never","Routinely/Always/Very Often","Don't know","Better","Better","Some progress","Somewhat Large","Somewhat Large","Not Interested","Very large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Agree","Agree","Don't know","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
